problem_id,title,difficulty,acceptance_percent,leetcode_url,primary_family,subfamily,canonical_reduction,primary_primitives,proof_style,approach_kind,series_or_ladder,practice_priority,notes_traps,classification_confidence
3727,Maximum Alternating Sum of Squares,Medium,61.5,https://leetcode.com/problems/maximum-alternating-sum-of-squares/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
3730,Maximum Calories Burnt from Jumps,Medium,72.4,https://leetcode.com/problems/maximum-calories-burnt-from-jumps/,Jump / reachability frontier,Reachability or minimum jumps,"Maintain a frontier of reachable positions, or binary-search/DP when constraints change.",reachable frontier; farthest extension; current layer boundary,stays-ahead / feasibility monotonicity,greedy frontier or hybrid,Jump Game,Medium,Review exact statement; this row is inferred from title.,heuristic
3732,Maximum Product of Three Elements After One Replacement,Medium,47.5,https://leetcode.com/problems/maximum-product-of-three-elements-after-one-replacement/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
3745,Maximize Expression of Three Elements,Easy,72.7,https://leetcode.com/problems/maximize-expression-of-three-elements/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Low,Review exact statement; this row is inferred from title.,heuristic
3752,Lexicographically Smallest Negated Permutation that Sums to Target,Medium,31.2,https://leetcode.com/problems/lexicographically-smallest-negated-permutation-that-sums-to-target/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
3763,Maximum Total Sum with Threshold Constraints,Medium,82.4,https://leetcode.com/problems/maximum-total-sum-with-threshold-constraints/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
3767,Maximize Points After Choosing K Tasks,Medium,60.0,https://leetcode.com/problems/maximize-points-after-choosing-k-tasks/,Interval / coverage / scheduling,"Intervals, deadlines, coverage, or active-set scheduling","Sort by endpoint/start/deadline, then keep earliest finish, expand coverage, or use an active heap.",sort by endpoint; coverage frontier; active interval heap; deadline first,exchange / stays-ahead / sweep invariant,"greedy, greedy + heap, or binary search + greedy",Interval / scheduling / coverage,Medium,Review exact statement; this row is inferred from title.,heuristic
3776,Minimum Moves to Balance Circular Array,Medium,40.3,https://leetcode.com/problems/minimum-moves-to-balance-circular-array/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
3780,Maximum Sum of Three Numbers Divisible by Three,Medium,47.7,https://leetcode.com/problems/maximum-sum-of-three-numbers-divisible-by-three/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
3781,Maximum Score After Binary Swaps,Medium,35.2,https://leetcode.com/problems/maximum-score-after-binary-swaps/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3785,Minimum Swaps to Avoid Forbidden Values,Hard,30.6,https://leetcode.com/problems/minimum-swaps-to-avoid-forbidden-values/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,High,Review exact statement; this row is inferred from title.,heuristic
3789,Minimum Cost to Acquire Required Items,Medium,35.0,https://leetcode.com/problems/minimum-cost-to-acquire-required-items/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3796,Find Maximum Value in a Constrained Sequence,Medium,62.1,https://leetcode.com/problems/find-maximum-value-in-a-constrained-sequence/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
3800,Minimum Cost to Make Two Binary Strings Equal,Medium,39.0,https://leetcode.com/problems/minimum-cost-to-make-two-binary-strings-equal/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Medium,Review exact statement; this row is inferred from title.,heuristic
3806,Maximum Bitwise AND After Increment Operations,Hard,31.7,https://leetcode.com/problems/maximum-bitwise-and-after-increment-operations/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy,Binary search on answer,High,Review exact statement; this row is inferred from title.,heuristic
3810,Minimum Operations to Reach Target Array,Medium,63.6,https://leetcode.com/problems/minimum-operations-to-reach-target-array/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
3816,Lexicographically Smallest String After Deleting Duplicate Characters,Hard,20.1,https://leetcode.com/problems/lexicographically-smallest-string-after-deleting-duplicate-characters/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,High,Review exact statement; this row is inferred from title.,heuristic
3849,Maximum Bitwise XOR After Rearrangement,Medium,71.2,https://leetcode.com/problems/maximum-bitwise-xor-after-rearrangement/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
3851,Maximum Requests Without Violating the Limit,Medium,64.8,https://leetcode.com/problems/maximum-requests-without-violating-the-limit/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
